radius (m),mass (kg),gravity,atmosphere,oxygene,avg_temp (C),water,rotational_period (h),life
8813000.0,1.5762809300981855e+25,1.38,YES,YES,64.4,NO,48.2,NO
8683000.0,1.5069901039162884e+25,1.36,YES,NO,74.3,NO,29.2,NO
10244000.0,2.4750025840524053e+25,1.6,YES,YES,7.9,NO,46.8,NO
9681000.0,2.0888779336984804e+25,1.52,NO,NO,22.5,NO,27.8,NO
12427000.0,4.41971992240466e+25,1.95,YES,YES,67.8,NO,41.0,NO
11932000.0,3.911975501230559e+25,1.87,NO,NO,15.7,NO,29.0,NO
7472000.0,9.606993193173573e+24,1.17,YES,YES,62.3,NO,35.5,YES
10885000.0,2.970356320421692e+25,1.71,YES,YES,3.4,NO,23.4,NO
4179000.0,1.6806736618694681e+24,0.65,NO,NO,27.8,NO,31.8,NO
7465000.0,9.578459596518489e+24,1.17,YES,YES,57.8,YES,31.2,YES
8229000.0,1.2830021468882683e+25,1.29,YES,YES,30.5,NO,33.1,NO
9594000.0,2.0331903294616177e+25,1.5,NO,NO,75.8,NO,37.6,NO
5752000.0,4.3814135174274495e+24,0.9,NO,NO,23.4,NO,20.8,NO
2608000.0,4.084881345789227e+23,0.41,NO,NO,48.6,NO,32.7,NO
5204000.0,3.2456321512188425e+24,0.82,NO,NO,50.8,NO,32.2,NO
8325000.0,1.3286770065803637e+25,1.3,YES,YES,45.9,YES,34.8,YES
8053000.0,1.203026639041571e+25,1.26,NO,NO,26.6,NO,28.4,NO
8725000.0,1.529058087079044e+25,1.37,NO,NO,53.4,NO,18.0,NO
10073000.0,2.353786323704075e+25,1.58,YES,YES,6.1,NO,43.0,NO
5469000.0,3.766415474409918e+24,0.86,NO,NO,121.2,NO,39.2,NO
7292000.0,8.927360487637804e+24,1.14,NO,NO,86.0,NO,25.4,NO
8356000.0,1.3439109177341965e+25,1.31,NO,NO,43.2,NO,32.8,NO
14882000.0,7.589682916339096e+25,2.33,YES,YES,43.3,NO,38.9,NO
10445000.0,2.624001009746937e+25,1.64,YES,YES,38.5,YES,19.5,YES
8344000.0,1.338136713380028e+25,1.31,NO,NO,26.2,NO,18.4,NO
5567000.0,3.973879853548064e+24,0.87,YES,YES,10.8,YES,42.0,YES
10320000.0,2.5306754967075947e+25,1.62,YES,YES,23.6,NO,34.9,NO
8876000.0,1.6101954632754463e+25,1.39,NO,NO,35.3,NO,40.1,NO
11680000.0,3.6690116724283586e+25,1.83,YES,YES,75.5,NO,27.8,NO
6118000.0,5.27158551448781e+24,0.96,NO,NO,50.9,NO,35.5,NO
5504000.0,3.839836335977453e+24,0.86,NO,NO,60.7,NO,26.2,NO
9928000.0,2.2529837071064524e+25,1.55,NO,NO,70.8,NO,46.0,NO
11988000.0,3.966905350250433e+25,1.88,YES,YES,112.9,NO,27.2,NO
12386000.0,4.375172572611685e+25,1.94,NO,NO,18.4,NO,44.6,NO
12727000.0,4.747688084820001e+25,1.99,YES,YES,73.9,YES,39.6,YES
8790000.0,1.5639297035254834e+25,1.38,YES,YES,62.9,NO,40.8,NO
9416000.0,1.9222318620847708e+25,1.47,NO,NO,36.7,NO,34.6,NO
8768000.0,1.552121961179151e+25,1.37,NO,NO,76.6,NO,57.7,NO
5596000.0,4.035231861981498e+24,0.88,NO,NO,103.1,NO,27.9,NO
13125000.0,5.206558603672766e+25,2.06,NO,NO,-24.2,NO,44.0,NO
12245000.0,4.228876830861622e+25,1.92,YES,YES,80.2,YES,24.4,YES
2498000.0,3.589907233734303e+23,0.39,NO,NO,34.9,NO,32.4,NO
5290000.0,3.408368813722175e+24,0.83,NO,NO,21.2,NO,45.9,NO
16651000.0,1.0627599864210745e+26,2.61,YES,NO,48.5,YES,31.3,NO
14849000.0,7.541567972193029e+25,2.33,YES,YES,23.0,NO,13.0,NO
12894000.0,4.935929757105376e+25,2.02,YES,YES,72.0,NO,47.5,NO
8233000.0,1.2850798929605837e+25,1.29,YES,YES,19.5,YES,27.9,YES
9416000.0,1.9225876208493452e+25,1.48,YES,YES,82.7,NO,36.8,NO
6695000.0,6.912004482720121e+24,1.05,NO,NO,47.4,NO,37.9,NO
8817000.0,1.5780913164181532e+25,1.38,YES,YES,-1.4,NO,27.7,NO
5096000.0,3.0460158984189115e+24,0.8,YES,YES,93.4,NO,27.5,NO
13161000.0,5.248485821095246e+25,2.06,NO,NO,81.9,NO,26.8,NO
9852000.0,2.2021172904870236e+25,1.54,YES,NO,53.0,NO,36.1,NO
9905000.0,2.237658613451404e+25,1.55,YES,YES,19.5,YES,34.1,YES
10376000.0,2.573057849743433e+25,1.63,NO,NO,52.9,NO,36.1,NO
6026000.0,5.04012363715527e+24,0.94,NO,NO,83.6,NO,10.9,NO
6192000.0,5.466442290901288e+24,0.97,NO,NO,64.1,NO,37.6,NO
15419000.0,8.443080995984223e+25,2.42,YES,YES,31.9,YES,51.1,YES
12129000.0,4.108732657485399e+25,1.9,YES,YES,72.5,NO,42.5,NO
5132000.0,3.112091991447522e+24,0.8,NO,NO,73.8,NO,34.0,NO
2327000.0,2.9016637942983204e+23,0.36,NO,NO,19.7,NO,47.1,NO
2617000.0,4.127091013774288e+23,0.41,YES,YES,67.8,YES,38.2,YES
6961000.0,7.76749695146309e+24,1.09,NO,NO,72.8,NO,31.9,NO
9476000.0,1.958593604376615e+25,1.48,NO,NO,84.1,NO,36.1,NO
10959000.0,3.031101504265306e+25,1.72,NO,NO,60.5,NO,37.1,YES
10309000.0,2.522724982869656e+25,1.61,NO,NO,24.6,NO,46.0,NO
3039000.0,6.463493807876641e+23,0.48,NO,NO,73.5,NO,24.4,NO
7904000.0,1.136671790789378e+25,1.24,YES,YES,53.6,NO,36.1,NO
8660000.0,1.4950232075536238e+25,1.36,NO,NO,59.3,NO,24.9,NO
8617000.0,1.4732632794617972e+25,1.35,YES,YES,56.7,YES,23.1,YES
7128000.0,8.338845588304716e+24,1.12,YES,YES,77.6,NO,35.2,NO
10178000.0,2.4279754966254406e+25,1.59,YES,YES,70.2,NO,34.3,YES
11142000.0,3.1848191523600598e+25,1.75,YES,YES,35.5,NO,35.6,NO
4472000.0,2.0595007514154452e+24,0.7,YES,YES,87.9,NO,35.5,NO
3520000.0,1.0041735211889138e+24,0.55,NO,NO,52.0,NO,31.9,NO
5949000.0,4.849940959818336e+24,0.93,NO,NO,63.2,NO,24.4,NO
4474000.0,2.0619738409586206e+24,0.7,NO,NO,58.3,NO,32.5,NO
9172000.0,1.7770429678450483e+25,1.44,NO,NO,36.6,NO,21.1,NO
11417000.0,3.427221518121926e+25,1.79,NO,NO,36.0,YES,45.1,NO
10304000.0,2.5193402317195325e+25,1.61,YES,NO,31.5,YES,21.8,YES
9286000.0,1.8433323813935545e+25,1.45,NO,NO,29.2,NO,43.4,NO
11391000.0,3.4036159159638885e+25,1.78,NO,NO,18.4,NO,30.2,NO
4232000.0,1.745469538503802e+24,0.66,YES,NO,87.9,NO,38.1,NO
10798000.0,2.89971362498781e+25,1.69,YES,YES,96.5,NO,31.8,NO
13079000.0,5.1529540125562625e+25,2.05,YES,YES,18.0,NO,33.1,NO
7850000.0,1.1143375434515023e+25,1.23,NO,NO,89.3,NO,27.4,NO
5727000.0,4.324790810415612e+24,0.9,NO,NO,47.0,NO,41.4,NO
10436000.0,2.6174504199805747e+25,1.63,YES,YES,46.4,YES,28.3,YES
7446000.0,9.50820969976163e+24,1.17,YES,YES,21.1,NO,33.0,NO
8772000.0,1.5545353727864536e+25,1.37,NO,NO,89.8,NO,25.4,NO
7532000.0,9.840058093419496e+24,1.18,NO,NO,46.8,NO,33.2,NO
8269000.0,1.3019450741761756e+25,1.3,NO,NO,89.8,NO,37.0,NO
7596000.0,1.0092408206775997e+25,1.19,NO,NO,-15.7,NO,43.6,NO
14924000.0,7.651976227463761e+25,2.34,YES,YES,22.7,YES,36.2,YES
10804000.0,2.904202887672594e+25,1.69,NO,NO,39.2,NO,42.3,NO
10426000.0,2.609965499119331e+25,1.63,YES,YES,95.3,NO,31.3,NO
3828000.0,1.291994697270722e+24,0.6,NO,NO,54.8,NO,27.0,NO
6372000.0,5.955517783590271e+24,1.0,NO,NO,27.0,NO,43.3,NO
8383000.0,1.3563951958966225e+25,1.31,YES,NO,45.8,NO,48.2,NO
12041000.0,4.020361331901124e+25,1.89,YES,YES,66.4,NO,39.8,NO
11880000.0,3.8608464514315792e+25,1.86,NO,NO,41.5,NO,39.0,NO
11873000.0,3.853645116795122e+25,1.86,YES,YES,56.3,NO,21.4,NO
9640000.0,2.063487458787973e+25,1.51,YES,YES,58.0,NO,22.7,NO
7486000.0,9.660633041893373e+24,1.17,NO,NO,74.0,NO,31.2,NO
5774000.0,4.432514662818551e+24,0.9,YES,YES,52.6,YES,49.9,YES
10879000.0,2.964989073093766e+25,1.7,YES,YES,20.8,NO,43.3,NO
7547000.0,9.898767819803714e+24,1.18,YES,YES,69.5,NO,31.7,NO
13885000.0,6.1636730910095076e+25,2.17,NO,NO,49.7,NO,37.5,NO
8138000.0,1.2410404014028365e+25,1.27,YES,NO,40.8,YES,25.3,YES
12550000.0,4.551232338119682e+25,1.97,YES,YES,46.1,NO,24.3,NO
8409000.0,1.3696397566637254e+25,1.32,NO,NO,96.7,NO,15.7,YES
14431000.0,6.9208626057015224e+25,2.26,YES,YES,63.1,NO,33.8,NO
7456000.0,9.545417357427447e+24,1.17,NO,NO,91.4,NO,19.5,NO
2038000.0,1.9492508939213185e+23,0.32,NO,NO,90.2,NO,33.8,NO
7112000.0,8.282168729778456e+24,1.11,NO,NO,87.7,NO,32.2,NO
10937000.0,3.0129139107527852e+25,1.71,NO,NO,124.7,NO,26.9,NO
9023000.0,1.6911339706684724e+25,1.41,YES,YES,16.5,NO,56.1,NO
9773000.0,2.149461678407518e+25,1.53,YES,YES,82.6,YES,33.8,NO
7663000.0,1.0361519723276892e+25,1.2,NO,NO,58.8,NO,48.4,NO
8043000.0,1.1980870050987794e+25,1.26,YES,YES,104.7,NO,33.9,NO
11967000.0,3.9454210984076944e+25,1.87,YES,YES,7.9,YES,34.4,YES
10985000.0,3.052948944592208e+25,1.72,YES,YES,44.5,NO,22.0,YES
7649000.0,1.0302931255313697e+25,1.2,NO,NO,49.7,NO,32.9,NO
10430000.0,2.6116307518822446e+25,1.63,NO,NO,42.5,NO,41.6,NO
6930000.0,7.663259033306547e+24,1.09,NO,NO,45.1,NO,34.5,NO
12631000.0,4.639455326851162e+25,1.98,YES,NO,58.8,NO,35.9,NO
8289000.0,1.3115664683943536e+25,1.3,NO,NO,63.5,NO,31.8,NO
13758000.0,5.996452994758326e+25,2.15,YES,YES,56.3,NO,25.5,NO
3595000.0,1.0700351849739811e+24,0.56,YES,YES,69.4,NO,38.2,NO
8555000.0,1.4419999428017152e+25,1.34,NO,NO,93.6,NO,15.5,NO
9263000.0,1.830410738339307e+25,1.45,YES,YES,12.5,NO,45.9,NO
9613000.0,2.045560828222684e+25,1.51,YES,NO,80.8,NO,39.8,NO
10876000.0,2.962150289392062e+25,1.7,YES,YES,53.2,NO,37.7,NO
12287000.0,4.272585491924154e+25,1.93,YES,NO,55.0,NO,41.5,NO
4632000.0,2.2880016326174693e+24,0.73,NO,NO,17.2,NO,27.0,NO
7345000.0,9.125158602569073e+24,1.15,YES,YES,38.8,NO,43.9,NO
9221000.0,1.8050202480408182e+25,1.44,YES,YES,52.8,NO,38.3,NO
8911000.0,1.6291201592756472e+25,1.4,NO,NO,45.2,NO,47.0,NO
11004000.0,3.067882451406541e+25,1.72,NO,NO,71.8,NO,41.6,NO
9188000.0,1.7858590987759172e+25,1.44,NO,NO,62.8,NO,54.6,NO
8752000.0,1.5440365449235206e+25,1.37,NO,NO,58.1,NO,28.6,NO
6358000.0,5.916730883299706e+24,1.0,YES,YES,19.7,NO,45.1,YES
9142000.0,1.7598177819435303e+25,1.43,YES,YES,96.6,NO,48.4,NO
8332000.0,1.3321449524122496e+25,1.31,YES,YES,78.1,NO,2.0,NO
11057000.0,3.112387642847669e+25,1.73,NO,NO,44.7,NO,32.3,NO
11463000.0,3.46846446736495e+25,1.8,YES,YES,42.4,NO,46.3,NO
8867000.0,1.6053793927969946e+25,1.39,YES,NO,76.3,NO,34.6,NO
12367000.0,4.354874061545758e+25,1.94,YES,YES,62.3,YES,42.1,YES
10463000.0,2.6378814669222106e+25,1.64,NO,NO,54.9,NO,9.3,NO
13792000.0,6.039579136655736e+25,2.16,YES,YES,56.2,NO,30.8,NO
12067000.0,4.044682067782851e+25,1.89,YES,YES,29.5,NO,44.8,NO
5984000.0,4.934843269959777e+24,0.94,NO,NO,56.0,NO,32.3,NO
11612000.0,3.6061562578778995e+25,1.82,YES,YES,54.6,YES,28.2,YES
9506000.0,1.9790247333664754e+25,1.49,NO,NO,23.5,NO,8.3,NO
12981000.0,5.03631341519009e+25,2.03,YES,YES,47.3,NO,31.1,NO
2963000.0,5.990543143977986e+23,0.46,NO,NO,-9.0,NO,27.7,NO
5130000.0,3.1090531859915e+24,0.8,NO,NO,49.9,NO,33.5,NO
11585000.0,3.5803193599156302e+25,1.81,NO,NO,61.9,NO,27.4,NO
10580000.0,2.72772328720629e+25,1.66,NO,NO,73.6,NO,46.4,NO
13976000.0,6.284957413464615e+25,2.19,NO,NO,30.7,NO,19.1,NO
9508000.0,1.9793485917368487e+25,1.49,NO,NO,83.1,NO,22.6,NO
8493000.0,1.4104188586530388e+25,1.33,NO,NO,86.2,YES,29.8,NO
11846000.0,3.8275935391585833e+25,1.86,YES,YES,26.8,NO,33.7,NO
6271000.0,5.680000594577757e+24,0.98,YES,YES,60.7,YES,34.0,NO
8046000.0,1.199683103993819e+25,1.26,NO,NO,49.4,NO,19.9,NO
9229000.0,1.8103800856539723e+25,1.45,YES,YES,6.4,YES,43.4,NO
7543000.0,9.88194434931804e+24,1.18,YES,YES,25.8,NO,36.1,YES
7371000.0,9.220669818152663e+24,1.15,YES,NO,69.1,NO,21.8,NO
10254000.0,2.482702513829345e+25,1.61,YES,NO,63.3,YES,18.9,YES
8870000.0,1.6070006781661216e+25,1.39,NO,NO,50.9,NO,25.8,NO
13971000.0,6.278082534017993e+25,2.19,NO,NO,-11.1,NO,31.1,NO
8488000.0,1.4082115901970904e+25,1.33,YES,YES,59.3,NO,44.7,NO
10409000.0,2.5964176683423193e+25,1.63,NO,NO,23.9,NO,40.0,NO
8027000.0,1.1908785671646787e+25,1.26,NO,NO,71.4,NO,36.7,NO
5999000.0,4.970065072801946e+24,0.94,NO,NO,65.8,NO,31.5,NO
7247000.0,8.765306222440933e+24,1.14,YES,YES,51.5,NO,29.7,YES
9043000.0,1.7026761012479576e+25,1.42,NO,NO,53.8,NO,33.9,NO
3987000.0,1.4597250791943005e+24,0.62,NO,NO,-12.0,NO,51.4,NO
6759000.0,7.110320483460216e+24,1.06,NO,NO,38.6,NO,41.5,NO
13707000.0,5.928876073151038e+25,2.15,YES,YES,58.1,NO,25.3,YES
14348000.0,6.802998813310709e+25,2.25,YES,NO,80.4,NO,32.3,NO
9222000.0,1.8063615994533776e+25,1.44,NO,NO,51.8,NO,22.2,NO
9163000.0,1.7714712032926958e+25,1.44,NO,NO,86.4,NO,31.5,NO
9934000.0,2.2575964899177516e+25,1.56,YES,YES,32.9,NO,25.8,NO
7839000.0,1.1091796087364445e+25,1.23,YES,YES,35.7,NO,52.4,NO
7998000.0,1.1782961867823642e+25,1.25,YES,YES,44.3,YES,23.3,YES
8912000.0,1.6294685159958263e+25,1.4,YES,YES,123.6,YES,34.7,YES
9066000.0,1.7161720279294907e+25,1.42,YES,YES,106.7,YES,23.5,YES
9126000.0,1.749787131656932e+25,1.43,YES,YES,68.2,NO,49.1,NO
5561000.0,3.961321121812343e+24,0.87,NO,NO,71.1,NO,27.1,NO
10590000.0,2.7346144065600935e+25,1.66,NO,NO,-3.2,NO,39.9,NO
5547000.0,3.9305253883461925e+24,0.87,NO,NO,72.8,NO,36.7,NO
9036000.0,1.6989622159480016e+25,1.42,NO,NO,17.5,NO,38.7,NO
5367000.0,3.560191699384498e+24,0.84,YES,YES,-17.0,NO,46.0,YES
5887000.0,4.6985850878180467e+24,0.92,YES,YES,48.0,NO,22.2,NO
4194000.0,1.6983702195241988e+24,0.66,NO,NO,20.1,NO,27.2,NO
7723000.0,1.0608335816667265e+25,1.21,NO,NO,24.1,NO,35.8,NO
13432000.0,5.57942642871659e+25,2.1,YES,YES,69.2,NO,14.3,NO
10182000.0,2.4298861612803506e+25,1.59,NO,NO,81.7,NO,39.2,NO
5325000.0,3.4764399061885887e+24,0.83,NO,NO,54.9,NO,21.9,NO
3899000.0,1.364799707372355e+24,0.61,NO,NO,8.3,NO,47.4,NO
4414000.0,1.9801928084786256e+24,0.69,NO,NO,33.9,NO,32.6,NO
5910000.0,4.7535921275265585e+24,0.93,NO,NO,-18.8,NO,13.3,NO
7602000.0,1.0115241559760535e+25,1.19,NO,NO,27.7,NO,36.8,NO
10140000.0,2.4005316732507235e+25,1.59,NO,NO,60.4,NO,23.4,NO
9008000.0,1.682886451175508e+25,1.41,NO,NO,89.5,NO,32.5,NO
9645000.0,2.0658533579618076e+25,1.51,NO,NO,40.6,NO,35.6,NO
7736000.0,1.0658987534628532e+25,1.21,NO,NO,6.4,NO,31.6,NO
8307000.0,1.3202939942693033e+25,1.3,NO,NO,89.5,NO,28.2,NO
6280000.0,5.702178205425071e+24,0.98,NO,NO,86.8,NO,20.2,NO
7741000.0,1.0682926289282015e+25,1.21,YES,YES,39.6,NO,9.3,NO
8338000.0,1.3350701577889568e+25,1.31,NO,NO,99.3,NO,29.9,NO
5520000.0,3.8720979332246744e+24,0.86,YES,YES,53.6,NO,38.8,NO
8039000.0,1.196075508084042e+25,1.26,NO,NO,12.8,NO,34.4,NO
14094000.0,6.4455384612866235e+25,2.21,NO,NO,43.0,NO,43.9,NO
9298000.0,1.850705834888945e+25,1.46,NO,NO,66.6,NO,27.8,NO
7393000.0,9.30048775935949e+24,1.16,NO,NO,75.0,NO,24.8,NO
12306000.0,4.290989818299939e+25,1.93,NO,NO,61.2,NO,43.2,NO
10193000.0,2.4387022424569302e+25,1.6,YES,YES,69.1,YES,40.9,YES
9384000.0,1.903233771530014e+25,1.47,NO,NO,53.2,NO,31.8,NO
12046000.0,4.025017966056765e+25,1.89,YES,YES,48.2,YES,30.8,YES
12371000.0,4.360327796290343e+25,1.94,YES,YES,23.7,YES,25.6,YES
7956000.0,1.159459969660587e+25,1.25,NO,NO,43.6,NO,29.2,NO
10064000.0,2.3470391450485355e+25,1.58,NO,NO,73.2,NO,38.9,NO
6479000.0,6.26242342651939e+24,1.01,NO,NO,14.5,NO,36.4,NO
16093000.0,9.593981384871812e+25,2.52,YES,YES,17.5,YES,34.6,YES
7602000.0,1.0118874126099285e+25,1.19,NO,NO,78.4,NO,30.8,NO
12345000.0,4.331330190175476e+25,1.93,YES,YES,31.0,YES,31.2,NO
6221000.0,5.544039105252718e+24,0.97,NO,NO,30.6,NO,23.8,NO
7419000.0,9.403612470841218e+24,1.16,NO,NO,28.7,NO,39.3,NO
7920000.0,1.1435555374361519e+25,1.24,NO,NO,37.4,NO,32.2,NO
11606000.0,3.599236118597891e+25,1.82,YES,YES,62.9,YES,26.3,YES
13077000.0,5.1497299027189665e+25,2.05,YES,YES,1.4,NO,38.2,NO
8463000.0,1.3958291652974426e+25,1.33,NO,NO,30.7,NO,40.1,NO
13620000.0,5.818011646383488e+25,2.13,YES,YES,55.1,NO,30.6,NO
5477000.0,3.7837689325598995e+24,0.86,NO,NO,18.8,NO,27.7,NO
6079000.0,5.173161145819584e+24,0.95,NO,NO,47.4,NO,36.7,NO
9537000.0,1.997631515006305e+25,1.49,NO,NO,55.0,NO,34.8,NO
13199000.0,5.294035346187484e+25,2.07,YES,YES,27.8,NO,43.3,NO
5271000.0,3.372390193504051e+24,0.83,YES,YES,45.8,NO,37.5,NO
15065000.0,7.871894593524867e+25,2.36,YES,YES,41.8,NO,24.1,NO
6962000.0,7.76951995160454e+24,1.09,NO,NO,80.0,NO,22.7,NO
8915000.0,1.6313806489536862e+25,1.4,NO,NO,78.6,NO,27.8,NO
9037000.0,1.6999928522599779e+25,1.42,NO,NO,6.0,NO,37.3,NO
7168000.0,8.480531029480759e+24,1.12,NO,NO,87.2,NO,41.1,NO
10973000.0,3.041968939881864e+25,1.72,YES,YES,48.3,NO,38.8,NO
8825000.0,1.5827938441259316e+25,1.38,YES,YES,24.0,NO,29.5,NO
7466000.0,9.581363535889967e+24,1.17,NO,NO,91.8,NO,38.1,NO
10571000.0,2.719416987271212e+25,1.66,YES,YES,16.6,NO,57.2,NO
10347000.0,2.5508566668695533e+25,1.62,YES,YES,14.3,NO,41.2,NO
11566000.0,3.5625047626747994e+25,1.81,YES,YES,35.7,NO,39.3,NO
9371000.0,1.895035355991236e+25,1.47,YES,YES,18.4,NO,29.1,NO
6353000.0,5.904284662156944e+24,1.0,NO,NO,57.0,NO,7.5,NO
14346000.0,6.79801884972576e+25,2.25,YES,YES,18.2,NO,27.6,NO
10936000.0,3.011089613648039e+25,1.71,NO,NO,-36.0,NO,13.8,NO
7289000.0,8.917625944103752e+24,1.14,YES,YES,38.9,NO,30.9,NO
12798000.0,4.826152127151985e+25,2.0,NO,NO,68.6,NO,36.8,NO
5451000.0,3.729703466960764e+24,0.85,NO,NO,-7.6,NO,33.7,NO
10356000.0,2.5567519495470596e+25,1.62,YES,YES,14.6,YES,34.0,YES
8733000.0,1.5336390962945007e+25,1.37,YES,YES,41.1,YES,24.2,NO
14543000.0,7.084123934749796e+25,2.28,NO,NO,48.1,NO,34.6,NO
7377000.0,9.24464030921665e+24,1.16,NO,NO,57.7,NO,43.8,NO
7510000.0,9.753335243938021e+24,1.18,YES,NO,52.8,NO,30.4,NO
5504000.0,3.8388982119894316e+24,0.86,NO,NO,103.0,NO,37.0,NO
9433000.0,1.9329876440423988e+25,1.48,YES,YES,48.8,NO,27.5,NO
10633000.0,2.7686182847297007e+25,1.67,NO,NO,85.0,NO,35.8,NO
13138000.0,5.22211529522654e+25,2.06,YES,YES,67.9,NO,35.8,NO
5471000.0,3.77150848367171e+24,0.86,NO,NO,56.4,NO,41.8,NO
2591000.0,4.005390130937674e+23,0.41,YES,YES,84.2,YES,28.5,NO
6533000.0,6.419065640678042e+24,1.02,NO,NO,34.9,NO,47.1,NO
13309000.0,5.4294794558411656e+25,2.09,YES,YES,88.5,YES,22.1,NO
12909000.0,4.954508516482707e+25,2.02,NO,NO,87.7,NO,14.9,NO
6227000.0,5.562050903829522e+24,0.98,NO,NO,30.9,NO,35.3,NO
10290000.0,2.508576610677248e+25,1.61,YES,YES,84.2,NO,26.5,NO
8065000.0,1.2078978955090926e+25,1.26,NO,NO,68.7,NO,47.7,NO
13325000.0,5.448923312391398e+25,2.09,YES,YES,70.6,NO,41.8,NO
7890000.0,1.1308977535961394e+25,1.24,NO,NO,60.4,NO,16.8,NO
9183000.0,1.7829381076152045e+25,1.44,YES,YES,14.8,NO,31.7,NO
6551000.0,6.470993668781522e+24,1.03,NO,NO,39.9,NO,47.3,NO
12174000.0,4.154110781850781e+25,1.91,YES,YES,34.5,NO,31.3,NO
7322000.0,9.040747612826655e+24,1.15,NO,NO,45.2,NO,35.9,NO
10043000.0,2.332211798976484e+25,1.57,YES,NO,46.8,NO,46.2,NO
5521000.0,3.8754993493397116e+24,0.86,YES,YES,17.8,NO,40.3,NO
11602000.0,3.595838625733431e+25,1.82,YES,YES,-22.2,YES,21.7,YES
15388000.0,8.390203243755128e+25,2.41,YES,NO,29.4,YES,11.6,NO
5877000.0,4.673420704463865e+24,0.92,NO,NO,89.0,NO,17.6,NO
6117000.0,5.271987033391711e+24,0.96,NO,NO,62.0,NO,26.6,NO
6991000.0,7.868560857853056e+24,1.1,NO,NO,4.0,NO,25.7,NO
4839000.0,2.608737072551009e+24,0.76,NO,NO,54.1,NO,40.5,NO
9652000.0,2.070671105209686e+25,1.51,YES,YES,87.4,NO,47.1,NO
7992000.0,1.175261977505096e+25,1.25,YES,YES,-8.9,YES,31.6,NO
6014000.0,5.008378004603715e+24,0.94,NO,NO,61.9,NO,44.3,NO
8277000.0,1.3054967645717626e+25,1.3,YES,YES,77.1,YES,34.2,NO
7335000.0,9.090413019530463e+24,1.15,NO,NO,2.8,NO,17.8,NO
7830000.0,1.1053074585182118e+25,1.23,NO,NO,41.6,NO,57.2,NO
11327000.0,3.3478219625550366e+25,1.77,NO,NO,39.0,NO,16.5,NO
14954000.0,7.699633516028226e+25,2.34,NO,NO,28.8,NO,27.9,NO
7431000.0,9.448110000386429e+24,1.16,YES,YES,132.9,NO,52.7,NO
4800000.0,2.5468017646865056e+24,0.75,NO,NO,34.9,NO,27.9,NO
11014000.0,3.0759753786615193e+25,1.72,NO,NO,59.3,NO,37.5,NO
11575000.0,3.5720407176611777e+25,1.81,YES,YES,91.3,YES,34.0,YES
5888000.0,4.701377655675131e+24,0.92,NO,NO,8.1,NO,26.9,NO
6658000.0,6.795539461781129e+24,1.04,NO,NO,52.7,NO,18.1,NO
5830000.0,4.5629872046499443e+24,0.91,NO,NO,63.6,NO,35.1,NO
10023000.0,2.3190010502627493e+25,1.57,NO,NO,88.6,NO,21.3,NO
14252000.0,6.6651515718189346e+25,2.23,YES,YES,32.2,NO,33.3,NO
10108000.0,2.3783590949715417e+25,1.58,YES,YES,82.8,YES,42.1,YES
9576000.0,2.02204669099773e+25,1.5,YES,YES,27.4,NO,28.8,NO
9968000.0,2.280456887412124e+25,1.56,YES,YES,-6.3,NO,36.5,NO
8737000.0,1.535447618609082e+25,1.37,YES,YES,45.8,NO,28.9,NO
3634000.0,1.1051850210477598e+24,0.57,YES,NO,57.1,NO,17.8,NO
10293000.0,2.510824397098323e+25,1.61,NO,NO,66.5,NO,12.6,NO
2600000.0,4.048419860847177e+23,0.41,NO,NO,51.5,NO,27.5,NO
10840000.0,2.9326049485614043e+25,1.7,YES,YES,-1.0,NO,35.0,NO
10588000.0,2.7344824837905647e+25,1.66,NO,NO,55.9,NO,34.5,NO
10826000.0,2.9217714810893425e+25,1.7,NO,NO,129.4,NO,31.9,NO
11121000.0,3.1673783669797084e+25,1.74,YES,YES,48.7,YES,35.9,YES
8824000.0,1.5819790646265558e+25,1.38,NO,NO,27.3,NO,24.9,NO
14200000.0,6.590575788454227e+25,2.22,YES,NO,41.9,NO,26.0,NO
8637000.0,1.483395025570341e+25,1.35,YES,YES,49.0,YES,33.0,YES
12076000.0,4.055332867905111e+25,1.89,NO,NO,41.4,NO,26.2,NO
968000.0,2.0883755126097936e+22,0.15,YES,NO,67.5,NO,49.8,NO
5264000.0,3.359400325132984e+24,0.82,YES,YES,46.3,NO,22.9,NO
12726000.0,4.747680600055241e+25,1.99,NO,NO,74.1,NO,32.0,NO
4463000.0,2.0481420663974114e+24,0.7,NO,NO,103.7,NO,46.6,NO
6432000.0,6.124542573164986e+24,1.01,NO,NO,82.6,NO,32.3,NO
11640000.0,3.6309377713893504e+25,1.82,NO,NO,51.2,NO,22.3,NO
13999000.0,6.319037447087666e+25,2.19,YES,YES,61.3,NO,16.5,NO
11623000.0,3.615456935268977e+25,1.82,NO,NO,-23.5,NO,35.4,NO
15371000.0,8.361999695180741e+25,2.41,YES,YES,8.6,YES,46.5,YES
9922000.0,2.2489505272371852e+25,1.55,YES,YES,83.1,NO,24.5,NO
11755000.0,3.7404160795348657e+25,1.84,NO,NO,26.5,NO,56.8,NO
7974000.0,1.1675497390804622e+25,1.25,YES,NO,61.6,YES,22.5,YES
10259000.0,2.485904834394347e+25,1.61,YES,YES,20.7,NO,34.2,YES
9751000.0,2.13424035692143e+25,1.53,YES,YES,97.1,NO,28.6,NO
12413000.0,4.40409903870343e+25,1.94,YES,YES,5.0,NO,41.4,NO
